Issue type,Issue name,Severity,Component,Behavior,Issue description,Affected page,Guideline(s),HTML snippet,CSS selector,Needs review,Needs Review Status,Best practice,How to fix this issue,Issue link,Timestamp,Issue status
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,div#highlight-label,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/,SC 1.4.3,"<div class=""highlight-label"">Sell-Through Rate</div>",.highlight-card:nth-child(2) > .highlight-content > .highlight-label,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 3.28 (foreground color: #898e99, background color: #ffffff, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=div%23highlight-label&activeBehaviorValue=&activeIssueId=974105125,2026-04-23 18:26:43 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#sidebar-logout-label,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/,SC 1.4.3,"<span class=""sidebar-logout-label"">Logout</span>",.sidebar-logout-label,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.34 (foreground color: #4b5563, background color: #18181b, font size: 9.8pt (13px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=span%23sidebar-logout-label&activeBehaviorValue=&activeIssueId=974105126,2026-04-23 18:26:43 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,div#metric-label,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/,SC 1.4.3,"<div class=""metric-label"">Total Revenue</div>",.primary > .metric-label,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.86 (foreground color: #fef3c7, background color: #d97706, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=div%23metric-label&activeBehaviorValue=&activeIssueId=974105127,2026-04-23 18:26:43 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,div#text-xs.text-gray-500,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/,SC 1.4.3,"<div class=""text-xs text-gray-500"">Pro Plan</div>",div:nth-child(2) > .text-xs.text-gray-500,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 3.66 (foreground color: #6b7280, background color: #18181b, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=div%23text-xs.text-gray-500&activeBehaviorValue=&activeIssueId=974105128,2026-04-23 18:26:43 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,button#tab.active,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/,SC 1.4.3,"<button class=""tab active"" role=""tab"" aria-selected=""true"" tabindex=""0"" onclick=""handlers.switchAnalyticsTab('graphs')"">Graphs</button>",".active.tab[role=""tab""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 3.04 (foreground color: #d97706, background color: #f9fafb, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=button%23tab.active&activeBehaviorValue=&activeIssueId=974105129,2026-04-23 18:26:43 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,div#highlight-label,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/,SC 1.4.3,"<div class=""highlight-label"">Total Profit</div>",.highlight-card:nth-child(3) > .highlight-content > .highlight-label,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 3.28 (foreground color: #898e99, background color: #ffffff, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=div%23highlight-label&activeBehaviorValue=&activeIssueId=974105130,2026-04-23 18:26:43 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,button#btn.btn-sm.btn-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/,SC 1.4.3,"<button class=""btn btn-sm btn-primary"" onclick=""handlers.switchChartType('platformRevenue', 'bar')"">Bar</button>",.grid-cols-2.grid.gap-6:nth-child(11) > .card:nth-child(1) > .justify-between.items-center.card-header > .chart-type-toggle.gap-1.flex > .btn-primary.btn-sm.btn,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 3.18 (foreground color: #ffffff, background color: #d97706, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=button%23btn.btn-sm.btn-primary&activeBehaviorValue=&activeIssueId=974105131,2026-04-23 18:26:43 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#funnel-stage-name,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/,SC 1.4.3,"<span class=""funnel-stage-name"">Offers</span>",.funnel-stage-vertical:nth-child(5) > .funnel-stage-content > .funnel-stage-name,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.14 (foreground color: #ffffff, background color: #f59e0b, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=span%23funnel-stage-name&activeBehaviorValue=&activeIssueId=974105132,2026-04-23 18:26:43 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,div#highlight-value.positive,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/,SC 1.4.3,"<div class=""highlight-value positive"">C$0.00</div>",.positive.highlight-value,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 3.29 (foreground color: #16a34a, background color: #ffffff, font size: 13.5pt (18px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=div%23highlight-value.positive&activeBehaviorValue=&activeIssueId=974105133,2026-04-23 18:26:43 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#funnel-stage-name,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/,SC 1.4.3,"<span class=""funnel-stage-name"">Likes</span>",.funnel-stage-vertical:nth-child(3) > .funnel-stage-content > .funnel-stage-name,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 3.95 (foreground color: #ffffff, background color: #a855f7, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=span%23funnel-stage-name&activeBehaviorValue=&activeIssueId=974105134,2026-04-23 18:26:43 UTC,visible
heading-order-bp,Heading levels should only increase by one,moderate,h3#card-title,,Ensure the order of headings is semantically correct.,https://vaultlister.com/,Best Practice,"<h3 class=""card-title"">",.collapsible-card.card:nth-child(1) > .card-header > .card-title,False,Confirmed Issue,True,"Fix any of the following:
  Fix the order of headings. Headings should be in descending order of size without skipping levels. For example, <h2> should be followed by <h3>, not <h4> or <h5>.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23720&activeComponentId=h3%23card-title&activeBehaviorValue=&activeIssueId=974105135,2026-04-23 18:26:43 UTC,visible
hidden-content,Hidden content on the page should be analyzed,minor,div#voice-indicator.hidden,,Inform users about hidden content.,https://vaultlister.com/,"Experimental, Best Practice","<div id=""voice-indicator"" class=""voice-indicator hidden"">
        <div class=""voice-pulse""></div>
        <span>Listening...</span>
    </div>",#voice-indicator,True,Pending Review,True,"Fix any of the following:
  There is hidden content on the page that was not analyzed. You will need to trigger the display of this content in order to analyze it.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=23722&activeComponentId=div%23voice-indicator.hidden&activeBehaviorValue=&activeIssueId=974105136,2026-04-23 18:26:43 UTC,visible
hidden-content,Hidden content on the page should be analyzed,minor,div#mobile-header,,Inform users about hidden content.,https://vaultlister.com/,"Experimental, Best Practice","<div class=""mobile-header"">",.mobile-header,True,Pending Review,True,"Fix any of the following:
  There is hidden content on the page that was not analyzed. You will need to trigger the display of this content in order to analyze it.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=23722&activeComponentId=div%23mobile-header&activeBehaviorValue=&activeIssueId=974105137,2026-04-23 18:26:43 UTC,visible
hidden-content,Hidden content on the page should be analyzed,minor,div#dropdown-menu,,Inform users about hidden content.,https://vaultlister.com/,"Experimental, Best Practice","<div class=""dropdown-menu"">",.user-menu > .dropdown-menu,True,Pending Review,True,"Fix any of the following:
  There is hidden content on the page that was not analyzed. You will need to trigger the display of this content in order to analyze it.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=23722&activeComponentId=div%23dropdown-menu&activeBehaviorValue=&activeIssueId=974105138,2026-04-23 18:26:43 UTC,visible
hidden-content,Hidden content on the page should be analyzed,minor,div#dropdown-menu,,Inform users about hidden content.,https://vaultlister.com/,"Experimental, Best Practice","<div class=""dropdown-menu"" style=""right: 0; min-width: 160px;"">",.gap-2 > .dropdown > .dropdown-menu,True,Pending Review,True,"Fix any of the following:
  There is hidden content on the page that was not analyzed. You will need to trigger the display of this content in order to analyze it.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=23722&activeComponentId=div%23dropdown-menu&activeBehaviorValue=&activeIssueId=974105139,2026-04-23 18:26:43 UTC,visible
hidden-content,Hidden content on the page should be analyzed,minor,div#business-fab-menu,,Inform users about hidden content.,https://vaultlister.com/,"Experimental, Best Practice","<div class=""business-fab-menu"">",.business-fab-menu,True,Pending Review,True,"Fix any of the following:
  There is hidden content on the page that was not analyzed. You will need to trigger the display of this content in order to analyze it.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=23722&activeComponentId=div%23business-fab-menu&activeBehaviorValue=&activeIssueId=974105140,2026-04-23 18:26:43 UTC,visible
hidden-content,Hidden content on the page should be analyzed,minor,div#vault-buddy-tab-content,,Inform users about hidden content.,https://vaultlister.com/,"Experimental, Best Practice","<div class=""vault-buddy-tab-content"">",.vault-buddy-tab-content:nth-child(2),True,Pending Review,True,"Fix any of the following:
  There is hidden content on the page that was not analyzed. You will need to trigger the display of this content in order to analyze it.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=23722&activeComponentId=div%23vault-buddy-tab-content&activeBehaviorValue=&activeIssueId=974105141,2026-04-23 18:26:43 UTC,visible
hidden-content,Hidden content on the page should be analyzed,minor,div#vault-buddy-modal,,Inform users about hidden content.,https://vaultlister.com/,"Experimental, Best Practice","<div class=""vault-buddy-modal"">",.vault-buddy-modal,True,Pending Review,True,"Fix any of the following:
  There is hidden content on the page that was not analyzed. You will need to trigger the display of this content in order to analyze it.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=23722&activeComponentId=div%23vault-buddy-modal&activeBehaviorValue=&activeIssueId=974105142,2026-04-23 18:26:43 UTC,visible
hidden-content,Hidden content on the page should be analyzed,minor,div#hidden,,Inform users about hidden content.,https://vaultlister.com/,"Experimental, Best Practice","<div id=""custom-date-picker"" class=""hidden"" style=""margin-bottom: 24px; padding: 16px; background: var(--gray-50); border-radius: 8px;"">",#custom-date-picker,True,Pending Review,True,"Fix any of the following:
  There is hidden content on the page that was not analyzed. You will need to trigger the display of this content in order to analyze it.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=23722&activeComponentId=div%23hidden&activeBehaviorValue=&activeIssueId=974105143,2026-04-23 18:26:43 UTC,visible
hidden-content,Hidden content on the page should be analyzed,minor,button#menu-button,,Inform users about hidden content.,https://vaultlister.com/,"Experimental, Best Practice","<button class=""menu-button"" onclick=""const _open=!store.state.sidebarOpen;store.setState({sidebarOpen:_open});document.querySelector('.sidebar')?.classList.toggle('open',_open);document.querySelector('.sidebar-backdrop')?.classList.toggle('active',_open);"" aria-label=""Toggle sidebar menu"">",.menu-button,True,Pending Review,True,"Fix any of the following:
  There is hidden content on the page that was not analyzed. You will need to trigger the display of this content in order to analyze it.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=23722&activeComponentId=button%23menu-button&activeBehaviorValue=&activeIssueId=974105144,2026-04-23 18:26:43 UTC,visible
hidden-content,Hidden content on the page should be analyzed,minor,button#back-to-top.hidden,,Inform users about hidden content.,https://vaultlister.com/,"Experimental, Best Practice","<button class=""back-to-top hidden"" id=""back-to-top"" onclick=""window.scrollTo({top: 0, behavior: 'smooth'})"" title=""Back to top"" aria-label=""Back to top"">",#back-to-top,True,Pending Review,True,"Fix any of the following:
  There is hidden content on the page that was not analyzed. You will need to trigger the display of this content in order to analyze it.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=23722&activeComponentId=button%23back-to-top.hidden&activeBehaviorValue=&activeIssueId=974105145,2026-04-23 18:26:43 UTC,visible
hidden-content,Hidden content on the page should be analyzed,minor,div#dropdown-menu,,Inform users about hidden content.,https://vaultlister.com/,"Experimental, Best Practice","<div class=""dropdown-menu"" style=""min-width: 320px; max-width: 400px; right: 0;"">",.notifications-dropdown > .dropdown-menu,True,Pending Review,True,"Fix any of the following:
  There is hidden content on the page that was not analyzed. You will need to trigger the display of this content in order to analyze it.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=23722&activeComponentId=div%23dropdown-menu&activeBehaviorValue=&activeIssueId=974105146,2026-04-23 18:26:43 UTC,visible
