URL,Issue Type,Affected Text,Suggested Correction,Context
"https://vaultlister.com/faq.html","Spell","Primelister","Trimester","...it. Crosslist Flyp List Perfectly Nifty Primelister Vendoo. © 2026 VaultLister — Help. We u..."
"https://vaultlister.com/faq.html","Spell","Vendoo","Vendor","...t Flyp List Perfectly Nifty Primelister Vendoo. © 2026 VaultLister — Help. We use cook..."
"https://vaultlister.com/faq.html","Spell","VaultLister","Vault Lister","...fectly Nifty Primelister Vendoo. © 2026 VaultLister — Help. We use cookies to keep you sign..."
"https://vaultlister.com/platforms.html","Spell","Poshmark","Postmark","...top. Automation features are subject to Poshmark's terms of service.. List and sync via ..."
"https://vaultlister.com/platforms.html","Spell","Crosslist","Cross list","...vacy Policy Terms of Service Media Kit. Crosslist Flyp List Perfectly Nifty Primelister V..."
"https://vaultlister.com/platforms.html","Spell","Flyp","Fly","...y Terms of Service Media Kit. Crosslist Flyp List Perfectly Nifty Primelister Vendoo..."
"https://vaultlister.com/platforms.html","Spell","Primelister","Trimester","...it. Crosslist Flyp List Perfectly Nifty Primelister Vendoo. © 2026 VaultLister — Help. We u..."
"https://vaultlister.com/platforms.html","Spell","Vendoo","Vendor","...t Flyp List Perfectly Nifty Primelister Vendoo. © 2026 VaultLister — Help. We use cook..."
"https://vaultlister.com/platforms.html","Spell","VaultLister","Vault Lister","...fectly Nifty Primelister Vendoo. © 2026 VaultLister — Help. We use cookies to keep you sign..."
"https://vaultlister.com/?app=1#sales","Spell","VaultLister","Vault Lister","...alytics) to understand how visitors use VaultLister. Learn more"
"https://vaultlister.com/request-feature.html","Spell","Crosslist","Cross list","...vacy Policy Terms of Service Media Kit. Crosslist Flyp List Perfectly Nifty Primelister V..."
"https://vaultlister.com/request-feature.html","Spell","Flyp","Fly","...y Terms of Service Media Kit. Crosslist Flyp List Perfectly Nifty Primelister Vendoo..."
"https://vaultlister.com/request-feature.html","Spell","Primelister","Trimester","...it. Crosslist Flyp List Perfectly Nifty Primelister Vendoo"
"https://vaultlister.com/request-feature.html","Spell","Vendoo","Vendor","...t Flyp List Perfectly Nifty Primelister Vendoo"
"https://vaultlister.com/request-feature.html","Spell","VaultLister","Vault Lister","© 2026 VaultLister — Help. We use cookies to keep you sign..."
"https://vaultlister.com/contact.html","Spell","Crosslist","Cross list","...vacy Policy Terms of Service Media Kit. Crosslist Flyp List Perfectly Nifty Primelister V..."
"https://vaultlister.com/contact.html","Spell","Flyp","Fly","...y Terms of Service Media Kit. Crosslist Flyp List Perfectly Nifty Primelister Vendoo..."
"https://vaultlister.com/contact.html","Spell","Primelister","Trimester","...it. Crosslist Flyp List Perfectly Nifty Primelister Vendoo. © 2026 VaultLister — Help. We u..."
"https://vaultlister.com/contact.html","Spell","Vendoo","Vendor","...t Flyp List Perfectly Nifty Primelister Vendoo. © 2026 VaultLister — Help. We use cook..."
"https://vaultlister.com/contact.html","Spell","VaultLister","Vault Lister","...fectly Nifty Primelister Vendoo. © 2026 VaultLister — Help. We use cookies to keep you sign..."
"https://vaultlister.com/?app=1#financials","Spell","VaultLister","Vault Lister","...alytics) to understand how visitors use VaultLister. Learn more"
"https://vaultlister.com/?app=1#orders-sales","Spell","VaultLister","Vault Lister","...alytics) to understand how visitors use VaultLister. Learn more"
"https://vaultlister.com/blog/index.html","Spell","Depop","Depot","... Tips, guides, and news for resellers.. Depop in 2026: Which Y2K and Vintage Items Ac..."
"https://vaultlister.com/blog/index.html","Spell","Depop","Depot","...our guide to selling Y2K and vintage on Depop in 2026. Learn what Gen Z actually buys..."
"https://vaultlister.com/blog/index.html","Spell","VaultLister","Vault Lister","...tually buys and how to rank in search.. VaultLister Team April 2026. Whatnot Live Selling f..."
"https://vaultlister.com/blog/index.html","Spell","Mercari","Mercury","...ers.. How to Sell Trading Cards Fast on Mercari in 2026. Master Mercari card sales in 2..."
"https://vaultlister.com/blog/index.html","Spell","Mercari","Mercury","...g Cards Fast on Mercari in 2026. Master Mercari card sales in 2026: grading, pricing Po..."
"https://vaultlister.com/blog/index.html","Spell","VaultLister","Vault Lister","...oss-List 50 Items in Under an Hour with VaultLister. A step-by-step walkthrough of our bulk..."
"https://vaultlister.com/blog/index.html","Spell","Poshmark","Postmark","...multaneously.. Using AI to Write Better Poshmark Listings (Without Sounding Robotic). Ho..."
"https://vaultlister.com/blog/index.html","Spell","VaultLister","Vault Lister","...istings (Without Sounding Robotic). How VaultLister's Claude-powered listing generator crea..."
"https://vaultlister.com/blog/index.html","Spell","VaultLister","Vault Lister","...s — and how to edit it for your voice.. VaultLister Team March 2026. Poshmark Closet Sharin..."
"https://vaultlister.com/blog/index.html","Spell","Poshmark","Postmark","...ur voice.. VaultLister Team March 2026. Poshmark Closet Sharing in 2026: What Actually W..."
"https://vaultlister.com/blog/index.html","Spell","Crosslist","Cross list","...vacy Policy Terms of Service Media Kit. Crosslist Flyp List Perfectly Nifty Primelister V..."
"https://vaultlister.com/blog/index.html","Spell","Flyp","Fly","...y Terms of Service Media Kit. Crosslist Flyp List Perfectly Nifty Primelister Vendoo..."
"https://vaultlister.com/blog/index.html","Spell","Primelister","Trimester","...it. Crosslist Flyp List Perfectly Nifty Primelister Vendoo. © 2026 VaultLister — Help. We u..."
"https://vaultlister.com/blog/index.html","Spell","Vendoo","Vendor","...t Flyp List Perfectly Nifty Primelister Vendoo. © 2026 VaultLister — Help. We use cook..."
"https://vaultlister.com/blog/index.html","Spell","VaultLister","Vault Lister","...fectly Nifty Primelister Vendoo. © 2026 VaultLister — Help. We use cookies to keep you sign..."
"https://vaultlister.com/pricing.html","Spell","Crosslist","Cross list","...vacy Policy Terms of Service Media Kit. Crosslist Flyp List Perfectly Nifty Primelister V..."
"https://vaultlister.com/pricing.html","Spell","Flyp","Fly","...y Terms of Service Media Kit. Crosslist Flyp List Perfectly Nifty Primelister Vendoo..."
"https://vaultlister.com/pricing.html","Spell","Primelister","Trimester","...it. Crosslist Flyp List Perfectly Nifty Primelister Vendoo. © 2026 VaultLister — Help. We u..."
"https://vaultlister.com/pricing.html","Spell","Vendoo","Vendor","...t Flyp List Perfectly Nifty Primelister Vendoo. © 2026 VaultLister — Help. We use cook..."
"https://vaultlister.com/pricing.html","Spell","VaultLister","Vault Lister","...fectly Nifty Primelister Vendoo. © 2026 VaultLister — Help. We use cookies to keep you sign..."
"https://vaultlister.com/?app=1#automations","Spell","VaultLister","Vault Lister","...alytics) to understand how visitors use VaultLister. Learn more"
"https://vaultlister.com/learning.html","Spell","VaultLister","Vault Lister","...on more platforms sell up to 3× faster. VaultLister pushes your listing to 9 marketplaces i..."
"https://vaultlister.com/learning.html","Spell","Poshmark","Postmark","...m in under 10 minutes.. Automating Your Poshmark Closet. Set up automatic closet sharing..."
"https://vaultlister.com/learning.html","Spell","Crosslist","Cross list","...vacy Policy Terms of Service Media Kit. Crosslist Flyp List Perfectly Nifty Primelister V..."
"https://vaultlister.com/learning.html","Spell","Flyp","Fly","...y Terms of Service Media Kit. Crosslist Flyp List Perfectly Nifty Primelister Vendoo..."
"https://vaultlister.com/learning.html","Spell","Primelister","Trimester","...it. Crosslist Flyp List Perfectly Nifty Primelister Vendoo. © 2026 VaultLister — Help. We u..."
"https://vaultlister.com/learning.html","Spell","Vendoo","Vendor","...t Flyp List Perfectly Nifty Primelister Vendoo. © 2026 VaultLister — Help. We use cook..."
"https://vaultlister.com/learning.html","Spell","VaultLister","Vault Lister","...fectly Nifty Primelister Vendoo. © 2026 VaultLister — Help. We use cookies to keep you sign..."
"https://vaultlister.com/?app=1#analytics","Spell","VaultLister","Vault Lister","...alytics) to understand how visitors use VaultLister. Learn more"
"https://vaultlister.com/?app=1#shops","Spell","VaultLister","Vault Lister","...alytics) to understand how visitors use VaultLister. Learn more"
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","... Terms. By creating an account or using VaultLister (the ""Service""), you agree to be bound ..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...gally binding agreement between you and VaultLister.. 2. Description of Service. VaultListe..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...aultLister.. 2. Description of Service. VaultLister is a multi-channel reselling platform t..."
"https://vaultlister.com/documentation.html","Spell","multi-channel","multichannel","...escription of Service. VaultLister is a multi-channel reselling platform that allows users to..."
"https://vaultlister.com/documentation.html","Spell","Poshmark","Postmark","... for third-party marketplaces including Poshmark, eBay, Mercari, Depop, Grailed, Etsy, S..."
"https://vaultlister.com/documentation.html","Spell","Mercari","Mercury","... marketplaces including Poshmark, eBay, Mercari, Depop, Grailed, Etsy, Shopify, Faceboo..."
"https://vaultlister.com/documentation.html","Spell","Depop","Depot","...aces including Poshmark, eBay, Mercari, Depop, Grailed, Etsy, Shopify, Facebook Marke..."
"https://vaultlister.com/documentation.html","Spell","Grailed","Grained","...cluding Poshmark, eBay, Mercari, Depop, Grailed, Etsy, Shopify, Facebook Marketplace, a..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...5. Marketplace Integration Disclaimers. VaultLister integrates with third-party marketplace..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...ndently responsible for complying with. VaultLister is not responsible for any actions take..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...m at your own risk and sole discretion. VaultLister does not guarantee that any listing, au..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...arketplace APIs may change at any time; VaultLister does not guarantee uninterrupted compat..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...ntials. By using the Service, you grant VaultLister a limited license to process and store ..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...AI-generated content before publishing. VaultLister makes no warranty regarding the quality..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...urpose of any AI-generated output.. The VaultLister platform, including its software, desig..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...randing, and documentation, is owned by VaultLister and protected by applicable intellectua..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...mum extent permitted by applicable law, VaultLister and its operators shall not be liable f..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...to indemnify, defend, and hold harmless VaultLister and its operators from and against any ..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...out these Terms, please contact us at:. VaultLister is a cloud-hosted platform. Your data i..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...icy.. This Privacy Policy describes how VaultLister (""we"", ""us"", ""our"") collects, uses, and..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...d protects information when you use the VaultLister platform and related services (collecti..."
"https://vaultlister.com/documentation.html","Spell","Poshmark","Postmark","...Auth tokens for connected marketplaces (Poshmark, eBay, Mercari, Etsy, Shopify, etc.). L..."
"https://vaultlister.com/documentation.html","Spell","Mercari","Mercury","...connected marketplaces (Poshmark, eBay, Mercari, Etsy, Shopify, etc.). Listing, syncing..."
"https://vaultlister.com/documentation.html","Spell","bcrypt","crypt","... your data:. Passwords are hashed using bcrypt with a minimum cost factor of 12 — plai..."
"https://vaultlister.com/documentation.html","Spell","Multi-factor","Multifactor","... a secure refresh token (7-day expiry). Multi-factor authentication (TOTP) is available and ..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...untability. We maintain the security of VaultLister's cloud infrastructure, including regul..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","... cross-listing and automation features, VaultLister connects to third-party marketplace pla..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...he platforms you connect.. When you use VaultLister to list items on Facebook Marketplace, ..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...ion using your existing Facebook login. VaultLister does not access your Facebook credentia..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...e your Facebook authentication tokens.. VaultLister integrates with the following third-par..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...ng networks or data brokers are used by VaultLister.. 7. Cookies and Local Storage. VaultLi..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...tLister.. 7. Cookies and Local Storage. VaultLister uses browser localStorage to:. Maintain..."
"https://vaultlister.com/documentation.html","Spell","localStorage","local Storage","...Local Storage. VaultLister uses browser localStorage to:. Maintain your authentication sessi..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","... 14 months from the date of collection. VaultLister cannot delete data held by Google on yo..."
"https://vaultlister.com/documentation.html","Spell","InventoryItems","Inventory Items","...application:. You can delete individual InventoryItems, Listings, Sales, or Images from within..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...g a managed or cloud-hosted instance of VaultLister, account deletion requests will be proc..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...or concerns, please contact us at:. How VaultLister uses artificial intelligence — transpar..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...ligence — transparently.. Which AI does VaultLister use?. VaultLister uses Claude , the AI ..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...ently.. Which AI does VaultLister use?. VaultLister uses Claude , the AI assistant made by ..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...Anthropic Claude. What AI features does VaultLister offer?. AI Listing Generation — Generat..."
"https://vaultlister.com/documentation.html","Spell","marketplace-optimised","marketplace-optimized","...fer?. AI Listing Generation — Generates marketplace-optimised titles, descriptions, and keywords base..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...ricing strategy, and guides you through VaultLister features.. What data is sent to AI serv..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...es, see the Anthropic Privacy Policy .. VaultLister does not store the content of AI respon..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","... out of AI features. All AI features in VaultLister are optional. You can use the platform ..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...uggestions before publishing a listing. VaultLister does not guarantee the accuracy of AI-g..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...nd usage rules for press and partners.. VaultLister is a zero-cost, offline-capable multi-c..."
"https://vaultlister.com/documentation.html","Spell","multi-channel","multichannel","...tLister is a zero-cost, offline-capable multi-channel reselling platform. It lets resellers m..."
"https://vaultlister.com/documentation.html","Spell","Mercari","Mercury","...rketplaces simultaneously (9 total with Mercari and Etsy coming soon), automate repetit..."
"https://vaultlister.com/documentation.html","Spell","wordmark","word mark","...vicon Use as a standalone icon when the wordmark is not needed. Minimum 32×32 px.. Amber..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...av bar, footers, and dark UI surfaces.. VaultLister uses Inter as its primary typeface acro..."
"https://vaultlister.com/documentation.html","Spell","Monospace","Monospaced","... 700, uppercase, letter-spacing 0.07em. Monospace (code): system monospace stack. Inter i..."
"https://vaultlister.com/documentation.html","Spell","monospace","monospaced","...pacing 0.07em. Monospace (code): system monospace stack. Inter is available via Google Fo..."
"https://vaultlister.com/documentation.html","Spell","Do's and Don'ts","Dos and Don'ts","... Fonts or rsms.me/inter .. Logo Usage — Do's and Don'ts. Use the logo with adequate clear space..."
"https://vaultlister.com/documentation.html","Spell","Crosslist","Cross list","...admap Blog Affiliate Program Status. vs Crosslist vs Vendoo vs List Perfectly vs Primelis..."
"https://vaultlister.com/documentation.html","Spell","Vendoo","Vendor","...filiate Program Status. vs Crosslist vs Vendoo vs List Perfectly vs Primelister. © 202..."
"https://vaultlister.com/documentation.html","Spell","Primelister","Trimester","...rosslist vs Vendoo vs List Perfectly vs Primelister. © 2026 VaultLister — Help · Terms · Pr..."
"https://vaultlister.com/documentation.html","Spell","VaultLister","Vault Lister","...s List Perfectly vs Primelister. © 2026 VaultLister — Help · Terms · Privacy"
"https://vaultlister.com/?app=1#planner","Spell","VaultLister","Vault Lister","...alytics) to understand how visitors use VaultLister. Learn more"
"https://vaultlister.com/?app=1#calendar","Spell","VaultLister","Vault Lister","...alytics) to understand how visitors use VaultLister. Learn more"
"https://vaultlister.com/documentation.html#privacy","Spell","VaultLister","Vault Lister","... Terms. By creating an account or using VaultLister (the ""Service""), you agree to be bound ..."
"https://vaultlister.com/documentation.html#privacy","Spell","VaultLister","Vault Lister","...gally binding agreement between you and VaultLister.. 2. Description of Service. VaultListe..."
"https://vaultlister.com/documentation.html#privacy","Spell","VaultLister","Vault Lister","...aultLister.. 2. Description of Service. VaultLister is a multi-channel reselling platform t..."
"https://vaultlister.com/documentation.html#privacy","Spell","multi-channel","multichannel","...escription of Service. VaultLister is a multi-channel reselling platform that allows users to..."
"https://vaultlister.com/documentation.html#privacy","Spell","Poshmark","Postmark","... for third-party marketplaces including Poshmark, eBay, Mercari, Depop, Grailed, Etsy, S..."
"https://vaultlister.com/documentation.html#privacy","Spell","Mercari","Mercury","... marketplaces including Poshmark, eBay, Mercari, Depop, Grailed, Etsy, Shopify, Faceboo..."
"https://vaultlister.com/documentation.html#privacy","Spell","Depop","Depot","...aces including Poshmark, eBay, Mercari, Depop, Grailed, Etsy, Shopify, Facebook Marke..."
"https://vaultlister.com/documentation.html#privacy","Spell","Grailed","Grained","...cluding Poshmark, eBay, Mercari, Depop, Grailed, Etsy, Shopify, Facebook Marketplace, a..."
"https://vaultlister.com/documentation.html#privacy","Spell","VaultLister","Vault Lister","...5. Marketplace Integration Disclaimers. VaultLister integrates with third-party marketplace..."
"https://vaultlister.com/documentation.html#privacy","Spell","VaultLister","Vault Lister","...ndently responsible for complying with. VaultLister is not responsible for any actions take..."
"https://vaultlister.com/documentation.html#privacy","Spell","VaultLister","Vault Lister","...m at your own risk and sole discretion. VaultLister does not guarantee that any listing, au..."
"https://vaultlister.com/documentation.html#privacy","Spell","VaultLister","Vault Lister","...arketplace APIs may change at any time; VaultLister does not guarantee uninterrupted compat..."
"https://vaultlister.com/documentation.html#privacy","Spell","VaultLister","Vault Lister","...ntials. By using the Service, you grant VaultLister a limited license to process and store ..."
"https://vaultlister.com/documentation.html#privacy","Spell","VaultLister","Vault Lister","...AI-generated content before publishing. VaultLister makes no warranty regarding the quality..."
"https://vaultlister.com/documentation.html#privacy","Spell","VaultLister","Vault Lister","...urpose of any AI-generated output.. The VaultLister platform, including its software, desig..."
"https://vaultlister.com/documentation.html#privacy","Spell","VaultLister","Vault Lister","...randing, and documentation, is owned by VaultLister and protected by applicable intellectua..."
"https://vaultlister.com/documentation.html#privacy","Spell","VaultLister","Vault Lister","...mum extent permitted by applicable law, VaultLister and its operators shall not be liable f..."
"https://vaultlister.com/documentation.html#privacy","Spell","VaultLister","Vault Lister","...to indemnify, defend, and hold harmless VaultLister and its operators from and against any ..."
"https://vaultlister.com/documentation.html#privacy","Spell","VaultLister","Vault Lister","...out these Terms, please contact us at:. VaultLister is a cloud-hosted platform. Your data i..."
"https://vaultlister.com/documentation.html#privacy","Spell","VaultLister","Vault Lister","...icy.. This Privacy Policy describes how VaultLister (""we"", ""us"", ""our"") collects, uses, and..."
"https://vaultlister.com/documentation.html#privacy","Spell","VaultLister","Vault Lister","...d protects information when you use the VaultLister platform and related services (collecti..."
"https://vaultlister.com/documentation.html#privacy","Spell","Poshmark","Postmark","...Auth tokens for connected marketplaces (Poshmark, eBay, Mercari, Etsy, Shopify, etc.). L..."
"https://vaultlister.com/documentation.html#privacy","Spell","Mercari","Mercury","...connected marketplaces (Poshmark, eBay, Mercari, Etsy, Shopify, etc.). Listing, syncing..."
"https://vaultlister.com/documentation.html#privacy","Spell","bcrypt","crypt","... your data:. Passwords are hashed using bcrypt with a minimum cost factor of 12 — plai..."
"https://vaultlister.com/documentation.html#privacy","Spell","Multi-factor","Multifactor","... a secure refresh token (7-day expiry). Multi-factor authentication (TOTP) is available and ..."
"https://vaultlister.com/documentation.html#privacy","Spell","VaultLister","Vault Lister","...untability. We maintain the security of VaultLister's cloud infrastructure, including regul..."
"https://vaultlister.com/documentation.html#privacy","Spell","VaultLister","Vault Lister","... cross-listing and automation features, VaultLister connects to third-party marketplace pla..."
"https://vaultlister.com/documentation.html#privacy","Spell","VaultLister","Vault Lister","...he platforms you connect.. When you use VaultLister to list items on Facebook Marketplace, ..."
